627068  1870871
627436  1871184
627222  1870333
626817  1870502
627383  1870956
623718  1871424
630074  1840673
631749  1841787
632175  1842259
633965  1844553
636184  1843727
632206  1840649
630874  1842850
632596  1864955
632440  1865351
632078  1865795
631070  1867600
629660  1867795
629110  1868738
630471  1868387
628744  1869537
629689  1869776
644990  1868241
644955  1868715
640501  1865231
640072  1864107
642679  1863818
644611  1865242
646885  1865125
649374  1869634
651730  1869489
656224  1871370
648222  1871831
642233  1866510
650231  1866404
652921  1875574
630403  1852317
629770  1856034
629381  1853778
624675  1854876
628415  1854215
629023  1853992
628506  1853104
627217  1850604
629242  1852123
624641  1854091
626528  1854824
630677  1857226
629278  1856019
629834  1855355
628394  1855499
629170  1854997
630002  1856848
624038  1858402
629473  1856942
624066  1859298
629179  1858043
628013  1855257
628780  1864984
628683  1865985
628289  1867373
628095  1866256
627773  1866020
627440  1865888
626265  1864911
624071  1863499
626211  1862338
622229  1865592
628551  1866370
628772  1865579
633610  1861490
632393  1861701
632706  1861910
632685  1861140
631851  1861231
641095  1873187
642091  1869968
641628  1869455
642008  1867819
643656  1869516
644753  1870244
644879  1870773
644564  1871503
648565  1874244
639869  1869995
635002  1854056
634534  1852684
635875  1851064
631446  1850665
639155  1848991
638652  1850862
636130  1851948
635674  1854260
634723  1857209
635072  1854632
631930  1869468
634089  1868014
631869  1868464
632475  1866855
632805  1866039
633108  1865325
635711  1869184
631953  1864410
631075  1863797
630776  1863619
631731  1862645
633272  1863308
631788  1869975
631249  1870608
631655  1871629
631670  1872876
631259  1873195
631567  1873979
631807  1871709
636299  1870176
632982  1872558
631699  1874400
633621  1840450
633745  1842252
634248  1842689
636640  1842275
636161  1843235
636227  1844698
637304  1845128
636998  1841212
632916  1856953
633958  1856928
630320  1858030
631723  1857565
632097  1857859
632610  1858408
636991  1845619
634869  1847385
633083  1848455
631697  1850775
630684  1852445
630319  1851178
631308  1850535
632125  1848879
633055  1847319
634633  1846780
635420  1846172
630465  1847670
645725  1862064
648399  1863868
642838  1861847
644034  1859568
642329  1857256
646204  1863514
640318  1859733
642737  1861470
631762  1863377
632316  1863527
633937  1863499
633914  1863077
634202  1862972
636070  1863846
636728  1868410
635731  1863240
638557  1867870
637866  1867980
635698  1863474
634832  1863338
638182  1853074
635267  1856758
639338  1859395
636746  1860980
636072  1861463
637229  1860968
635679  1854463
637248  1858783
637542  1858858
693168  1859846
642191  1901782
646020  1903989
642089  1909568
655915  1899656
644307  1908082
642239  1906955
641789  1891502
643839  1904328
658844  1895020
646955  1917529
638092  1876910
638163  1877888
638932  1879209
639341  1878055
637675  1876950
639094  1873234
640470  1873776
635925  1875570
643635  1882597
644373  1883766
643377  1880532
642748  1881452
645908  1882970
647596  1875086
643119  1881759
646698  1885695
644558  1879295
643170  1885522
644553  1880981
642810  1878640
644765  1885203
648612  1891212
648524  1884109
648541  1888108
647989  1879733
646708  1879565
647783  1890751
647633  1884456
645151  1889386
648600  1887536
647072  1893043
653211  1894895
641348  1879078
641931  1880003
640056  1879570
640730  1879084
640389  1884341
643225  1874447
640728  1879369
641157  1879310
641411  1874798
640178  1884517
641250  1903079
641038  1897653
645166  1894939
645594  1895668
644663  1890985
645021  1895548
641559  1898951
641207  1899764
641295  1895226
630936  1895468
627840  1896774
626837  1900487
632929  1899421
634550  1897638
627645  1896443
626111  1900169
626386  1900963
625281  1900530
630261  1895100
630372  1896115
614318  1897933
615942  1897933
613884  1899679
615647  1897536
606018  1895309
613240  1899517
605988  1891570
602684  1894643
610151  1897954
635518  1893940
636383  1894403
636781  1891659
637764  1890874
637555  1893662
641155  1888944
628921  1874302
629049  1875373
628404  1877225
627810  1878268
628707  1878864
627042  1879211
623113  1876493
622605  1877262
619191  1873114
618388  1870885
620066  1874825
618622  1874955
627576  1878958
626781  1884113
628016  1881804
621819  1880967
627901  1882614
626746  1883094
625524  1882527
625827  1884148
624581  1883955
623707  1884060
621905  1881835
617442  1876948
628512  1883104
621819  1880967
625521  1881782
628691  1883792
625394  1888354
625915  1888498
624217  1887788
622805  1888647
627205  1892217
624107  1890209
626900  1892721
624864  1890670
623667  1888715
627822  1889668
620859  1888349
625339  1890109
629687  1871126
629216  1871601
628578  1872535
628499  1872871
622895  1872549
629848  1873249
624383  1890962
620828  1892144
621403  1890994
620164  1892276
624915  1892823
623510  1890375
623599  1892770
624586  1895219
617107  1893539
625525  1896636
619427  1893560
614734  1887214
614409  1887347
611078  1887009
615885  1886167
612844  1884432
614055  1883079
613101  1881626
614022  1887970
610871  1884946
614326  1888268
618280  1895357
616997  1895506
615630  1895741
616656  1896488
616237  1897453
618176  1898366
622341  1895784
621304  1899187
622067  1897355
611390  1889141
621021  1897431
607336  1890383
607438  1888026
624208  1884823
624403  1885728
624990  1886044
625810  1885819
626176  1886229
625424  1887477
624817  1886884
620878  1883709
617483  1880252
620445  1883684
633893  1876468
633071  1874569
631571  1875224
631811  1877383
631426  1878340
635571  1875974
631315  1878657
651313  1860855
652139  1860185
652889  1860802
652665  1858587
653593  1861261
645758  1859284
651821  1857880
649071  1861826
646824  1861902
645743  1861991
649274  1861903
652435  1858432
652372  1861155
651576  1859633
645986  1861026
657161  1837701
656803  1837158
659865  1838627
661115  1840107
664191  1836107
659522  1833363
661025  1835880
664680  1837732
668692  1836627
664354  1832317
663720  1835713
660610  1840475
665188  1838203
669213  1838413
659196  1837899
666984  1834327
663893  1838733
660846  1843745
661618  1845556
657671  1847484
657496  1844335
658221  1845601
663432  1845181
660151  1843007
656882  1844736
661330  1843786
664539  1840493
660641  1847344
661541  1845867
661250  1843964
665101  1845732
640476  1849199
646561  1846667
650229  1843992
646872  1849476
645024  1845390
642133  1848739
646034  1849330
640783  1848905
649794  1847550
648910  1846997
646619  1850418
647749  1850513
646981  1847189
650538  1841833
646997  1846705
652925  1849434
651270  1845466
653650  1843532
654535  1841707
654032  1841485
653093  1846475
654393  1839625
656865  1844735
655921  1847723
650633  1848406
652923  1848117
652100  1840704
686868  1863022
679560  1864809
676700  1868083
674552  1871877
672467  1872009
675307  1870915
676223  1868220
677247  1866812
674172  1865479
688801  1865072
672093  1871740
683568  1864090
674644  1871735
653791  1859257
654804  1858308
653590  1855768
653122  1851088
653008  1852882
653376  1855749
652712  1852962
652829  1852361
652820  1851857
657834  1854146
653065  1854614
649884  1854611
647980  1854867
642917  1857400
644137  1853696
642538  1851730
642214  1854076
648756  1852106
645170  1854876
643407  1854995
645131  1852985
644891  1856005
641522  1852887
648854  1852887
649186  1855323
641619  1853339
657272  1862976
655659  1861423
656430  1862016
656430  1861480
654713  1861636
658699  1859556
655195  1862137
653715  1862388
656494  1861626
659652  1865002
661443  1862880
668159  1862551
687111  1860683
677821  1863754
664220  1867641
665543  1861651
664477  1869525
670701  1854514
667008  1853215
690269  1860141
662338  1860017
667340  1850695
669805  1858229
680841  1863412
687059  1862937
672042  1860796
674091  1865294
664453  1862534
678002  1863798
670529  1875593
668597  1862185
663724  1879465
667581  1875931
666076  1882211
668622  1888049
671824  1877205
664563  1872167
666267  1875671
664156  1885646
660726  1889211
674381  1875753
668906  1892320
665733  1888240
669005  1881946
667260  1888730
664942  1877873
665874  1879153
666737  1881625
663695  1881625
666088  1873927
667543  1875920
661678  1880233
667595  1886492
663351  1878896
665380  1881722
669446  1874939
608998  1858363
603630  1858887
603338  1859634
603369  1860762
602880  1857075
608867  1862708
603027  1863209
602718  1860967
607565  1863006
603610  1861062
605129  1859298
608480  1858486
616520  1863591
613857  1862599
615204  1863781
690746  1857679
606633  1854185
611032  1855577
608586  1853964
610932  1857607
613171  1865741
608431  1855833
609929  1857455
616458  1855247
614800  1856760
620937  1860166
622996  1857813
618619  1861293
622793  1860067
622630  1859064
621048  1858841
623650  1862961
617368  1856179
615435  1857363
603511  1849225
596738  1851963
599547  1855776
597345  1849499
599250  1850323
593348  1851077
598958  1846418
599742  1848687
601523  1850635
602585  1849903
599477  1852542
599844  1857146
623957  1839274
623556  1839246
621481  1840315
618743  1842281
624426  1836147
622434  1836671
619855  1838392
618587  1836539
623335  1836718
621054  1854617
619229  1849977
623667  1846204
623885  1848564
621044  1851604
618127  1848640
612923  1853459
620083  1853071
615459  1851872
614477  1850995
625277  1848728
612152  1851610
617441  1850498
613988  1850534
620119  1851081
620958  1853171
614015  1853417
612032  1849112
623398  1850779
620764  1851364
606753  1843366
607082  1843963
607194  1840620
610386  1848089
609207  1840547
611149  1848570
603956  1843296
603051  1845722
605552  1840006
610353  1844820
606790  1843306
609176  1848187
618052  1845272
613016  1843918
616493  1846299
618635  1843289
617460  1844450
617640  1846419
620786  1845412
610190  1841045
614560  1847071
612852  1843224
614168  1839837
616774  1841259
615403  1841303
616381  1834002
616592  1840230
614741  1842625
615268  1835116
610936  1833714
610935  1833714
