612816  1838621
614846  1836011
627659  1845813
626642  1843512
626678  1841871
623635  1841840
625266  1839213
629222  1843343
625881  1842406
625931  1838373
627145  1844600
627643  1846285
606096  1838046
597837  1843529
605674  1839522
601413  1839781
602777  1839561
601857  1834704
608203  1840224
606776  1839850
608744  1835596
598735  1843325
596193  1846920
595637  1844260
597385  1841677
600064  1841190
602899  1844281
605896  1836551
601283  1840846
602782  1839562
605550  1834164
596126  1843395
609274  1838963
600977  1839281
641618  1837057
643331  1835315
644172  1834990
644578  1833863
644429  1835065
647894  1833689
646494  1836548
646686  1837477
650125  1839039
650345  1836538
645056  1838862
644939  1834983
645238  1838112
642674  1828245
642354  1829226
643242  1829157
642674  1830203
643329  1831049
643074  1831268
643680  1832217
643575  1832426
644057  1831607
646644  1832068
642338  1832912
640985  1838138
641255  1839978
641131  1840138
640434  1841317
642427  1843188
641218  1845374
641376  1846975
645109  1842022
640939  1840863
633794  1835496
633104  1834954
633455  1835424
633765  1836462
633879  1836727
633421  1837142
634020  1837692
634271  1838119
634170  1838366
632689  1838777
637565  1836864
639214  1835914
639551  1833761
639080  1832787
637514  1831859
637145  1831763
640190  1831256
637046  1833968
638022  1831810
633279  1831290
633073  1831022
633288  1832435
633463  1832977
633083  1832706
632992  1834122
634238  1833755
634445  1834150
634201  1832994
632451  1833483
634880  1828666
633909  1828953
634079  1828684
633979  1829259
634237  1829761
633646  1827921
651809  1832248
648785  1831327
651935  1830099
652019  1829268
651458  1829220
651279  1828700
654417  1828357
654803  1828040
656513  1828539
651932  1831313
657021  1831316
654406  1834875
653789  1836791
654080  1835786
655373  1836914
655049  1836371
654800  1835981
654359  1835456
656596  1833565
658504  1922092
658625  1922210
660828  1924427
655916  1920569
655587  1915055
654881  1913345
659003  1922553
658339  1921677
661148  1918263
661988  1925222
656570  1918574
650677  1917368
653981  1911022
656761  1913595
649938  1912790
660990  1918808
686869  1922828
688321  1927056
690263  1930837
695062  1939349
695077  1939295
703227  1956428
704442  1953549
703183  1946296
704154  1952621
699738  1947906
701546  1947296
681274  1923375
678253  1928630
696611  1943707
703242  1946446
670857  1910365
670276  1911342
670489  1910884
668306  1909478
670630  1910419
671163  1916260
672678  1912115
672947  1911464
666109  1908621
663750  1910836
661041  1912245
662374  1911551
660269  1904503
658955  1905427
661532  1904176
663317  1901732
664616  1900826
666775  1897873
669391  1894275
662671  1902431
660610  1904131
662572  1902175
674576  1911193
674493  1913588
678092  1914020
681486  1916429
675057  1914447
674358  1911783
676383  1910648
675848  1912133
681776  1916860
679568  1900175
675762  1904947
673064  1908102
673512  1907945
675299  1909753
669457  1905409
670028  1901108
669681  1905491
674020  1907826
692119  1892314
691840  1893256
690434  1892836
688940  1894329
689386  1894229
684471  1893022
683936  1895437
680564  1899376
689488  1893797
690900  1892376
697081  1915309
695563  1913943
694970  1913130
693961  1912338
693486  1910976
692677  1910221
691467  1908843
697598  1915856
703396  1885940
697872  1892616
699301  1893045
700232  1893183
705810  1893136
701910  1895919
705130  1895131
700904  1893474
700558  1893532
716159  1878283
697951  1892360
702729  1896830
705418  1894981
698267  1892476
706264  1883002
705737  1882532
703886  1883774
701336  1893586
698452  1888475
718591  1906021
719627  1901332
713887  1900203
708864  1900399
708088  1897166
708277  1897170
712910  1895018
714014  1902176
706365  1896044
709297  1900362
708528  1897020
707807  1896670
714080  1899962
692047  1868223
678322  1876241
682029  1871819
696639  1867378
684893  1871215
692837  1869445
687964  1870231
681126  1867169
699915  1864497
678977  1875305
691840  1868036
696861  1866406
677960  1876502
699578  1870418
696735  1874200
702435  1871943
694072  1873377
705268  1872015
711254  1865730
705589  1875689
691238  1874194
702336  1872407
691080  1873397
696152  1891856
695549  1892549
695705  1891341
694505  1891993
697711  1893736
695499  1890888
695174  1890770
694895  1894154
696357  1892802
699666  1896313
695992  1891443
695435  1890821
695331  1890347
699151  1906022
699918  1902688
699931  1901000
700362  1901197
699655  1903217
700840  1901571
699300  1902454
702476  1899825
698179  1903167
698990  1904785
699717  1897756
700557  1900119
701907  1901778
699406  1907108
706226  1908687
703424  1902549
704158  1901675
703800  1901147
705822  1900466
705990  1900651
702571  1897218
703755  1897973
705466  1896655
704089  1900298
704563  1901694
697829  1916881
697664  1918571
697971  1919082
699747  1920794
699639  1922026
700468  1924178
695358  1928589
696487  1884543
695816  1883405
692805  1886937
692306  1887344
692140  1887648
688017  1889618
677259  1881378
689571  1877794
693722  1889221
692553  1887375
688762  1878433
692318  1887631
691761  1887824
692528  1887173
692282  1887122
682439  1892880
676279  1891073
696054  1883752
692498  1876310
688098  1889301
673598  1884018
683683  1892194
696546  1884866
692830  1880148
680428  1884074
677933  1899817
693088  1887443
676217  1845836
668271  1847447
676608  1846106
671685  1844446
670804  1845648
673007  1843109
675078  1851209
677173  1850265
673380  1851593
674350  1840068
679268  1854049
673915  1845479
671819  1840585
674744  1841436
672071  1844247
670349  1819789
674971  1820606
676374  1822177
674800  1818203
679680  1820264
673021  1816490
674332  1815872
672137  1815339
671679  1818464
674052  1821550
676930  1818913
680321  1822782
672487  1814948
672864  1820491
675565  1817242
678427  1820518
676396  1819805
673076  1837647
674227  1831859
675739  1828357
675190  1832224
677172  1832363
673268  1832195
676332  1835658
675591  1838887
677704  1828108
671992  1822701
671479  1827523
670824  1829278
671778  1829574
672340  1831583
675452  1825781
671080  1832562
672571  1829837
673161  1826759
674200  1826853
669612  1829620
670660  1827274
680747  1831416
681272  1831206
682320  1828012
681912  1823765
684923  1823360
678237  1824393
682062  1823563
684585  1826464
673927  1809149
677208  1809489
676054  1814028
679043  1815190
682038  1815334
676636  1807251
678433  1815804
680180  1816531
680503  1811913
688940  1817471
686241  1817649
681271  1818220
682083  1820969
685222  1820585
684756  1819969
