cat|VIL_NAME_T|VIL_LTD_DI|VIL_LTS_SU|VIL_ENG|VIL_CODE|DIST_NAME|SUBD_NAME|village_wi|XX|YY|essai
919|10|6502|650205|NAKLO|650205_10|NakhonThai|NaBua|BanNaKhlo|698990|1904785|1
920|11|6502|650205|RONGKOK|650205_11|NakhonThai|NaBua|BanRongKok|699717|1897756|1
921|12|6502|650205|BHUNGHOY|650205_12|NakhonThai|NaBua|BanBungHoi|700557|1900119|1
922|13|6502|650205|RAIPATTHANA|650205_13|NakhonThai|NaBua|BanRaiPhattana|701907|1901778|1
923|14|6502|650205|NAMTON|650205_14|NakhonThai|NaBua|BanNamThon|699406|1907108|1
924|15|6502|650205|NAMJANGPATTHANA|650205_15|||BanNamJaengPhattana|706226|1908687|1
925|1|6502|650208|KOKKABAK|650208_01|NakhonThai|YangKlon|BanKokKabak|703424|1902549|1
926|2|6502|650208|NAMPRIK|650208_02|NakhonThai|YangKlon|BanNamPhrik|704158|1901675|1
927|3|6502|650208|KOKKAMONG|650208_03|NakhonThai|YangKlon|BanKokMamong|703800|1901147|1
928|4|6502|650208|YANGKLON|650208_04|NakhonThai|YangKlon|BanYangKlon|705822|1900466|1
929|5|6502|650208|NONMAKA|650208_05|NakhonThai|YangKlon|BanNonMakha|705990|1900651|1
930|6|6502|650208|BHUNGTAROD|650208_06|NakhonThai|YangKlon|BanBungThaRot|702571|1897218|1
931|7|6502|650208||650208_07|NakhonThai|YangKlon|BanBungPlaFa|703755|1897973|1
932|8|6502|650208|KOKMAUNG|650208_08|NakhonThai|YangKlon|BanKokMuang|705466|1896655|1
933|9|6502|650208|SUMWAI|650208_09|NakhonThai|YangKlon|BanNasamWai|704089|1900298|1
934|10|6502|650208|FAKNAM|650208_10|NakhonThai|YangKlon|BanFakNam|704563|1901694|1
935|1|6502|650207|NAWONGKONG|650207_01|NakhonThai|NamKum|BanNaWongKhong|697829|1916881|1
936|2|6502|650207|NAMKHUM|650207_02|NakhonThai|NamKum|BanNamKum|697664|1918571|1
937|3|6502|650207|PONGBEA|650207_03|NakhonThai|NamKum|BanPongPia|697971|1919082|1
938|4|6502|650207|NAFAK|650207_04|NakhonThai|NamKum|BanNaFaek|699747|1920794|1
939|5|6502|650207|NAHIN|650207_05|NakhonThai|NamKum|BanNaHin|699639|1922026|1
940|6|6502|650207|PHONGSOR|650207_06|NakhonThai|NamKum|BanPongSo|700468|1924178|1
941|7|6502|650207|BHUNGPHUM|650207_07|NakhonThai|NamKum|BanBungPha|695358|1928589|1
942|1|6502|650202|NAPHO|650202_01|NakhonThai|NongKhathao|BanNaPho|696487|1884543|1
943|2|6502|650202|NAJAN|650202_02|NakhonThai|NongKhathao|BanNaChan|695816|1883405|1
944|3|6502|650202|NHONGKRATAO|650202_03|NakhonThai|NongKhathao|BanNongKathao|692805|1886937|1
945|4|6502|650202|NHONGKRATAO|650202_04|NakhonThai|NongKhathao|BanNongKathao|692306|1887344|1
946|5|6502|650202|NON|650202_05|NakhonThai|NongKhathao|BanNon|692140|1887648|1
947|6|6502|650202|NANHONG|650202_06|NakhonThai|NongKhathao|BanNanong|688017|1889618|1
948|7|6502|650202|RANGKAW|650202_07|NakhonThai|NongKhathao|BanLangKao|677259|1881378|1
949|8|6502|650202|KANGWA|650202_08|NakhonThai|NongKhathao|BanKaengHwa|689571|1877794|1
950|9|6502|650202|NONTAPON|650202_09|NakhonThai|NongKhathao|BanNonThaPhon|693722|1889221|1
951|10|6502|650202|PHOSADED|650202_10|NakhonThai|NongKhathao|BanPhoSet|692553|1887375|1
952|11|6502|650202|KANGHAI|650202_11|NakhonThai|NongKhathao|BanKaengHai|688762|1878433|1
953|12|6502|650202|NONNAKAM|650202_12|NakhonThai|NongKhathao|BanNonNagam|692318|1887631|1
954|13|6502|650202|NONMAKLOEA|650202_13|NakhonThai|NongKhathao|BanNonMagluea|691761|1887824|1
955|14|6502|650202|KLANG|650202_14|NakhonThai|NongKhathao|BanGlang|692528|1887173|1
956|15|6502|650202|PHASAK|650202_15|NakhonThai|NongKhathao|BanPasak|692282|1887122|1
957|16|6502|650202|BANGYANGPATTHANA|650202_16|NakhonThai|NongKhathao|BanBangYangPhattana|682439|1892880|1
958|17|6502|650202|NAMTAK|650202_17|NakhonThai|NongKhathao|BanNamThak|676279|1891073|1
959|18|6502|650202|BHUNG|650202_18|NakhonThai|NongKhathao|BanBung|696054|1883752|1
960|19|6502|650202|HUAYKEAW|650202_19|||BanHuaiGaeo|692498|1876310|1
961|20|6502|650202|NERNKLANG|650202_20|NakhonThai|NongKhathao|BanNoenGlang|688098|1889301|1
962|21|6502|650202|NAMDUN|650202_21|NakhonThai|NongKhathao|BanNamDan|673598|1884018|1
963|22|6502|650202|NERNPLUANG|650202_22|NakhonThai|NongKhathao|BanNoenPhluang|683683|1892194|1
964|23|6502|650202|PHOJARERN|650202_23|NakhonThai|NongKhathao|BanPhoJayrin|696546|1884866|1
965|24|6502|650202|RAIWANGNGEAN|650202_24|NakhonThai|NongKhathao|BanRaiWangJian|692830|1880148|1
966|25|6502|650202|HUAYCHERN|650202_25|NakhonThai|NongKhathao|BanHuaiSoem|680428|1884074|1
967|26|6502|650202|PONGDINDAM|650202_26|NakhonThai|NongKhathao|BanBongDinDam|677933|1899817|1
968|27|6502|650202|CHAITUNG|650202_27|NakhonThai|NongKhathao|BanChaiThung|693088|1887443|1
969|1|6509|650901|CHOMPOOTAI|650901_01|NoenMaprang|Chomphu|BanChomphuThai(SouthBanChomphu)|676217|1845836|1
970|2|6509|650901|NAMPAD|650901_02|NoenMaprang|Chomphu|BanNamPat|668271|1847447|1
971|3|6509|650901|CHOMPOONEUA|650901_03|NoenMaprang|Chomphu|BanChomphuNuea(NorthBanChomphu)|676608|1846106|1
972|4|6509|650901|SAMRANG|650901_04|NoenMaprang|Chomphu|BanChamRang|671685|1844446|1
973|5|6509|650901|PLUAKNGAM|650901_05|NoenMaprang|Chomphu|BanPluakNgam|670804|1845648|1
974|6|6509|650901|NHONGYHAPLONG|650901_06|NoenMaprang|Chomphu|BanNongYaPlong|673007|1843109|1
975|7|6509|650901|RAKTHAI|650901_07|NoenMaprang|Chomphu|BanRakThai|675078|1851209|1
976|8|6509|650901|PAOTHAI|650901_08|NoenMaprang|Chomphu|BanPhaThai|677173|1850265|1
977|9|6509|650901|SAMTHONG|650901_09|||BanChamThong|673380|1851593|1
978|10|6509|650901|NHONGEPHONG|650901_10|NoenMaprang|Chomphu|BanNongIbong|674350|1840068|1
979|11|6509|650901|ROMKLAW|650901_11|||BanRomGlao|679268|1854049|1
980|12|6509|650901|NERNKLO|650901_12|NoenMaprang|Chomphu|BanNoenKhlo|673915|1845479|1
981|13|6509|650901|THUNGAITAK|650901_13|NoenMaprang|Chomphu|BanThungAiThak|671819|1840585|1
982|14|6509|650901|NHONGTUBREAU|650901_14|NoenMaprang|Chomphu|BanNongThapRuea|674744|1841436|1
983|15|6509|650901|SAMRUNGTAI|650901_15|NoenMaprang|Chomphu|BanSamRangThai|672071|1844247|1
984|1|6509|650903|PUKKRADON|650903_01|NoenMaprang|SaiYoi|BanPhruKradon|670349|1819789|1
985|2|6509|650903|NHONGKAMIN|650903_02|NoenMaprang|SaiYoi|BanNongKamin|674971|1820606|1
986|3|6509|650903|PHARUNGMEE|650903_03|NoenMaprang|SaiYoi|BanPhaRangMee|676374|1822177|1
987|4|6509|650903|KOKWANGSAN|650903_04|NoenMaprang|SaiYoi|BanKhokWangSan|674800|1818203|1
988|5|6509|650903|KAODIN|650903_05|NoenMaprang|SaiYoi|BanKaDin|679680|1820264|1
989|6|6509|650903|KOK|650903_06|NoenMaprang|SaiYoi|BanKhok|673021|1816490|1
990|7|6509|650903|PHAKAI|650903_07|NoenMaprang|SaiYoi|BanPaKhai|674332|1815872|1
991|8|6509|650903|SAIYOY|650903_08|NoenMaprang|SaiYoi|BanSaiYoi|672137|1815339|1
992|9|6509|650903|WANGKANG|650903_09|NoenMaprang|SaiYoi|BanWangGaeng|671679|1818464|1
993|10|6509|650903|NERNSAMRAN|650903_10|NoenMaprang|SaiYoi|BanNoenSamran|674052|1821550|1
994|11|6509|650903|NERNMAKHA|650903_11|NoenMaprang|SaiYoi|BanNoenMakha|676930|1818913|1
995|12|6509|650903|KLONGSUBRUNG|650903_12|NoenMaprang|SaiYoi|BanKhlongSapRang|680321|1822782|1
996|13|6509|650903|WANGNAMBOR|650903_13|NoenMaprang|SaiYoi|BanWangNamBo|672487|1814948|1
997|14|6509|650903|KANGSAI|650903_14|NoenMaprang|SaiYoi|BanKaengSai|672864|1820491|1
998|15|6509|650903|NHONGPOR|650903_15|NoenMaprang|SaiYoi|BanNongPo|675565|1817242|1
999|16|6509|650903|NHONGMATONG|650903_16|NoenMaprang|SaiYoi|BanNongMathong|678427|1820518|1
1000|17|6509|650903|KASETSUK|650903_17|NoenMaprang|SaiYoi|BanGasetSuk|676396|1819805|1
1001|1|6509|650906|MHAITHONGPRASERT|650906_01|NoenMaprang|NoenMaprang|BanMaiThongPrasayrit|673076|1837647|1
1002|2|6509|650906|NERNMAPLANG|650906_02|NoenMaprang|NoenMaprang|BanNoenMaprang|674227|1831859|1
1003|3|6509|650906|NHONGKHON|650906_03|NoenMaprang|NoenMaprang|BanNongKon(part)|675739|1828357|1
1004|4|6509|650906|NERNKRABAK|650906_04|||BanNoenGabak|675190|1832224|1
1005|5|6509|650906|NERNDIN|650906_05|||BanNoenDin|677172|1832363|1
1006|6|6509|650906|NA|650906_06|NoenMaprang|NoenMaprang|BanNa|673268|1832195|1
1007|7|6509|650906|DHONGNGU|650906_07|NoenMaprang|NoenMaprang|BanDongNgoo(part)|676332|1835658|1
1008|8|6509|650906|DHONGNGUMHAI|650906_08|||BanDongNgooMai(NewBanDongNgoo)|675591|1838887|1
1009|9|6509|650906|NHONGKHANNEUA|650906_09|NoenMaprang|NoenMaprang|BanNongKonNuea(NorthBanNongKon)|677704|1828108|1
1010|1|6509|650905|NHONGMAIYANGDAM|650905_01|NoenMaprang|BanNoiSumKhi|BanNongMaiYangDam|671992|1822701|1
1011|2|6509|650905|NOY|650905_02|NoenMaprang|BanNoiSumKhi|BanNoi|671479|1827523|1
1012|3|6509|650905|PLONGPHAI|650905_03|NoenMaprang|BanNoiSumKhi|BanProngPhai|670824|1829278|1
1013|4|6509|650905|SUMKEELEK|650905_04|NoenMaprang|BanNoiSumKhi|BanSumKhilek|671778|1829574|1
1014|5|6509|650905|PATTHANADONGNOY|650905_05|NoenMaprang|BanNoiSumKhi|BanPhatanaDongNoi|672340|1831583|1
1015|6|6509|650905|KLONGPAKNAM|650905_06|NoenMaprang|BanNoiSumKhi|BanKhlongPakNam|675452|1825781|1
1016|7|6509|650905|KLONGRAI|650905_07|NoenMaprang|BanNoiSumKhi|BanPhaThaPhon|671080|1832562|1
1017|8|6509|650905|KLONGSALANGMHAI|650905_08|NoenMaprang|BanNoiSumKhi|BanKhlongSlaengMai|672571|1829837|1
1018|9|6509|650905|MHAIJARERNPRON|650905_09|||BanMaiJayrinPhon|673161|1826759|1
1019|10|6509|650905|SARNJAO|650905_10|||BanSanjao|674200|1826853|1
1020|11|6509|650905|THAWONPATTHANA|650905_11|||BanTawonPhatana|669612|1829620|1
1021|12|6509|650905|KORKAEWPATTHANA|650905_12|NoenMaprang|BanNoiSumKhi||670660|1827274|1
1022|1|6509|650902|MUNGNEUA|650902_01|NoenMaprang|BanMung|BanMungNuea(NorthBanMung)|680747|1831416|1
1023|2|6509|650902|MUNGTAI|650902_02|NoenMaprang|BanMung|BanMungThai(SouthBanMung)|681272|1831206|1
1024|3|6509|650902|MHAISAMAKKEE|650902_03|NoenMaprang|BanMung|BanMaiSamakkee|682320|1828012|1
1025|4|6509|650902|LUMPAT|650902_04|NoenMaprang|BanMung|BanLaPhat|681912|1823765|1
1026|5|6509|650902|HUAYBORTHONG|650902_05|NoenMaprang|BanMung|BanHuaiBoThong|684923|1823360|1
1027|6|6509|650902|HUAKAW|650902_06|||BanHuaKao|678237|1824393|1
1028|7|6509|650902|NERNSAWANG|650902_07|||BanNoenSuang|682062|1823563|1
1029|8|6509|650902|THUNGPRA|650902_08|NoenMaprang|BanMung|BanThungPhra|684585|1826464|1
1030|1|6509|650904|THUNGYAW|650904_01|NoenMaprang|WangPhrong|BanThungYao|673927|1809149|1
1031|2|6509|650904|WANGKWAN|650904_02|NoenMaprang|WangPhrong|BanWangKwan|677208|1809489|1
1032|3|6509|650904|NHONGMADU|650904_03|NoenMaprang|WangPhrong|BanNongDoo|676054|1814028|1
1033|4|6509|650904|WANGPRONG|650904_04|NoenMaprang|WangPhrong|BanWangPhrong|679043|1815190|1
1034|5|6509|650904|KAWKEAW|650904_05|NoenMaprang|WangPhrong|BanKaoKieaw|682038|1815334|1
1035|6|6509|650904|KLONGTALAD|650904_06|NoenMaprang|WangPhrong|BanKhlongThaLat|676636|1807251|1
1036|7|6509|650904|WANGPRONGKAW|650904_07|NoenMaprang|WangPhrong|BanWangPhrongGao|678433|1815804|1
1037|8|6509|650904|WANGKATA|650904_08|NoenMaprang|WangPhrong|BanWangGatha|680180|1816531|1
1038|9|6509|650904|NHONGMADU|650904_09|NoenMaprang|WangPhrong|BanNongMaduk|680503|1811913|1
1039|1|6509|650907|KLONGTAKEAN|650907_01|NoenMaprang|WangYang|BanKhlongThakhian|688940|1817471|1
1040|2|6509|650907|SAIDONGYANG|650907_02|NoenMaprang|WangYang|BanSaiDongYang|686241|1817649|1
1041|3|6509|650907|WANGDINNEAW|650907_03|NoenMaprang|WangYang|BanWangDinNieaw|681271|1818220|1
1042|4|6509|650907|NHONGCHALAWAN|650907_04|NoenMaprang|WangYang|BanNongChalawan|682083|1820969|1
1043|5|6509|650907|THUNGNADEE|650907_05|NoenMaprang|WangYang|BanThungNadee|685222|1820585|1
1044|6|6509|650907|WANGYANG|650907_06|NoenMaprang|WangYang|BanWangYang|684756|1819969|1
