cat|VIL_NAME_T|VIL_LTD_DI|VIL_LTS_SU|VIL_ENG|VIL_CODE|DIST_NAME|SUBD_NAME|village_wi|XX|YY|essai
1|1|6501|650119|PAIKHODON|650119_01|MueangPhitsanul|PhaiKhoDon|SinglesettlementofBanPhaiKhoDon|627068|1870871|1
2|2|6501|650119|PAIKHODON|650119_02|MueangPhitsanul|PhaiKhoDon|SinglesettlementofBanPhaiKhoDon|627436|1871184|1
3|3|6501|650119|PAIKHODON|650119_03|MueangPhitsanul|PhaiKhoDon|SinglesettlementofBanPhaiKhoDon|627222|1870333|1
4|4|6501|650119|PAIKHODON|650119_04|MueangPhitsanul|PhaiKhoDon|SinglesettlementofBanPhaiKhoDon|626817|1870502|1
5|5|6501|650119|PAIKHODON|650119_05|MueangPhitsanul|PhaiKhoDon|SinglesettlementofBanPhaiKhoDon|627383|1870956|1
6|6|6501|650119|PAIKHODON|650119_06|||SinglesettlementofBanPhaiKhoDon|623718|1871424|1
7|1|6501|650120|PAKPING(EASTERN)|650120_01|||BanPakPhing|630074|1840673|1
8|2|6501|650120|PAKPING(WESTERN)|650120_02|MueangPhitsanul|NgioNgam|BanPakPhing|631749|1841787|1
9|3|6501|650120|PAKPING|650120_03|MueangPhitsanul|NgioNgam|BanPakPhing|632175|1842259|1
10|4|6501|650120|NGEUNGAM|650120_04|MueangPhitsanul|NgioNgam|BanNgioNgam|633965|1844553|1
11|5|6501|650120|BANGSAI|650120_05|MueangPhitsanul|NgioNgam|BanBangSai|636184|1843727|1
12|6|6501|650120|PAKPING(WESTERN)|650120_06|MueangPhitsanul|NgioNgam|BanPhingThawanThok|632206|1840649|1
13|7|6501|650120|PEUNGKHUNNON|650120_07|MueangPhitsanul|NgioNgam|BanBuengKunNon|630874|1842850|1
14|1|6501|650112|THATAKEAN|650112_01|MueangPhitsanul|ChomThong|BanSaengDao|632596|1864955|1
15|2|6501|650112|THATAKEAN|650112_02|MueangPhitsanul|ChomThong|BanSaengDao|632440|1865351|1
16|3|6501|650112|THATAKEAN|650112_03|MueangPhitsanul|ChomThong|BanWaengDao|632078|1865795|1
17|4|6501|650112|THATAKEAN|650112_04|MueangPhitsanul|ChomThong|BanPakThok|631070|1867600|1
18|5|6501|650112|JHOMTHONG|650112_05|MueangPhitsanul|ChomThong|BanChomThong|629660|1867795|1
19|6|6501|650112|JHOMTHONG|650112_06|MueangPhitsanul|ChomThong|BanChomThong|629110|1868738|1
20|7|6501|650112|JHOMTHONG|650112_07|MueangPhitsanul|ChomThong|BanChomThong|630471|1868387|1
21|8|6501|650112|THAPHO|650112_08|MueangPhitsanul|ChomThong|BanThaPho|628744|1869537|1
22|9|6501|650112|PHOTHONG|650112_09|MueangPhitsanul|ChomThong|BanPhoThiThong|629689|1869776|1
23|1|6501|650108|DONTHONG|650108_01|MueangPhitsanul|DonThong|BanDonThong|644990|1868241|1
24|2|6501|650108|DONTHONG|650108_02|MueangPhitsanul|DonThong|BanDonThong|644955|1868715|1
25|3|6501|650108|BHANRAI|650108_03|MueangPhitsanul|DonThong|BanRaiBuengTang|640501|1865231|1
26|4|6501|650108|BEUNGTHANG|650108_04|MueangPhitsanul|DonThong|BanThanSuwan|640072|1864107|1
27|5|6501|650108|PAKHUAY|650108_05|MueangPhitsanul|DonThong|BanPakHuai|642679|1863818|1
28|6|6501|650108|SAAK|650108_06|MueangPhitsanul|DonThong|BanSa'ak|644611|1865242|1
29|7|6501|650108|TENGSUMNAK|650108_07|MueangPhitsanul|DonThong|BanThengSamnak|646885|1865125|1
30|8|6501|650108|NHONGKWANGLEE|650108_08|MueangPhitsanul|DonThong|BanNongGwangLee|649374|1869634|1
31|9|6501|650108|RONGYUNGKAW|650108_09|MueangPhitsanul|DonThong|BanRongYungKao|651730|1869489|1
32|10|6501|650108|NHUMDUM|650108_10|MueangPhitsanul|DonThong|BanNamKham|656224|1871370|1
33|11|6501|650108|RONGWAIFARD|650108_11|||BanNaiDong|648222|1871831|1
34|12|6501|650108|BHANRAI|650108_12|MueangPhitsanul|DonThong|BanRai|642233|1866510|1
35|13|6501|650108|BHANKAWFA|650108_13|MueangPhitsanul|DonThong|BanKaoFa|650231|1866404|1
36|14|6501|650108|HINLAD|650108_14|MueangPhitsanul|DonThong|BanHinLat|652921|1875574|1
37|1|6501|650106|WANGSOMSA|650106_01|MueangPhitsanul|ThaPho|BanWangSomSa|630403|1852317|1
38|2|6501|650106|WANGSOMSA|650106_02|||BanWangSomSa|629770|1856034|1
39|3|6501|650106|WANGWON|650106_03|MueangPhitsanul|ThaPho|BanWangWon|629381|1853778|1
40|4|6501|650106|BHANKLONGKU|650106_04|MueangPhitsanul|ThaPho|BanKhlongKhoo|624675|1854876|1
41|5|6501|650106|YANG|650106_05|MueangPhitsanul|ThaPho|BanYang|628415|1854215|1
42|6|6501|650106|YANGAIN|650106_06|MueangPhitsanul|ThaPho|BanYang|629023|1853992|1
43|7|6501|650106|THAPHO|650106_07|MueangPhitsanul|ThaPho|BanThaPho|628506|1853104|1
44|9|6501|650106|BHANKEAG|650106_09|MueangPhitsanul|ThaPho|BanKhlongNongLek|627217|1850604|1
45|8|6501|650106|KLONGNHONGLEK|650106_08|MueangPhitsanul|ThaPho|BanKaek|629242|1852123|1
46|10|6501|650106|HUAKRATHING|650106_10|MueangPhitsanul|ThaPho|BanHuaKrathing|624641|1854091|1
47|11|6501|650106|NAIRAI|650106_11|MueangPhitsanul|ThaPho||626528|1854824|1
48|1|6501|650105|KOK|650105_01|||BanKrok|630677|1857226|1
49|2|6501|650105|WATJURAMANEE|650105_02|MueangPhitsanul|ThaThong|BanWatChulaManee|629278|1856019|1
50|3|6501|650105|THATONG(EASTERN)|650105_03|MueangPhitsanul|ThaThong|BanThaThong|629834|1855355|1
51|4|6501|650105|JUNGNANG|650105_04|MueangPhitsanul|ThaThong|BanJungNang(part)|628394|1855499|1
52|5|6501|650105|THATONG|650105_05|MueangPhitsanul|ThaThong|BanThaThong|629170|1854997|1
53|6|6501|650105|RAI|650105_06|MueangPhitsanul|ThaThong|BanRai|630002|1856848|1
54|7|6501|650105|NHONGHUAYANG|650105_07|||BanNongHuaYang|624038|1858402|1
55|8|6501|650105|WANGGRABAK|650105_08|MueangPhitsanul|ThaThong|BanWangGrabak|629473|1856942|1
56|9|6501|650105|PAIWONG|650105_09|||BanPhaiwong|624066|1859298|1
57|10|6501|650105|THONWA|650105_10|||BanDonWa|629179|1858043|1
58|11|6501|650105|JUNGNANGNAOK|650105_11|MueangPhitsanul|ThaThong|BanJungNangNok|628013|1855257|1
59|1|6501|650113|DHENBOD|650113_01|MueangPhitsanul|BanKrang|BanDenBot|628780|1864984|1
60|2|6501|650113|BHANKRANG(NORTHERN)|650113_02|MueangPhitsanul|BanKrang|BanKrang|628683|1865985|1
61|3|6501|650113|BHANKRANG|650113_03|MueangPhitsanul|BanKrang|BanKrang|628289|1867373|1
62|4|6501|650113|NHUMAUB|650113_04|MueangPhitsanul|BanKrang|BanKrang|628095|1866256|1
63|5|6501|650113|WANGPAYHA|650113_05|MueangPhitsanul|BanKrang|BanWangPaYai|627773|1866020|1
64|6|6501|650113|KOK|650113_06|MueangPhitsanul|BanKrang|BanKok|627440|1865888|1
65|7|6501|650113|MABMOO|650113_07|MueangPhitsanul|BanKrang|BanKrang|626265|1864911|1
66|8|6501|650113|HUATAE|650113_08|MueangPhitsanul|BanKrang|BanHuaThae|624071|1863499|1
67|9|6501|650113|LHAMPHO|650113_09|MueangPhitsanul|BanKrang|BanLaemPho|626211|1862338|1
68|10|6501|650113|MAERAHUN|650113_10|MueangPhitsanul|BanKrang|BanMaeRahan|622229|1865592|1
69|11|6501|650113|KRANGTHAWOU|650113_11|MueangPhitsanul|BanKrang|BanKrangThaWua|628551|1866370|1
70|12|6501|650113|NHUARUNGARUN|650113_12|MueangPhitsanul|BanKrang|BanNueaRungorun|628772|1865579|1
71|1|6501|650114|BANGSAKAE|650114_01|MueangPhitsanul|BanKhlong|BanBangSagae|633610|1861490|1
72|2|6501|650114|BANGSAKAE|650114_02|MueangPhitsanul|BanKhlong|BanBangSagae|632393|1861701|1
73|3|6501|650114|BANGSAKAE|650114_03|MueangPhitsanul|BanKhlong|BanBangSagae|632706|1861910|1
74|4|6501|650114|KLONG|650114_04|MueangPhitsanul|BanKhlong|BanKhlong(part)|632685|1861140|1
75|5|6501|650114|BANKLONG|650114_05|MueangPhitsanul|BanKhlong|BanKhlong(part)|631851|1861231|1
76|1|6501|650109|NHONGWOK|650109_01|MueangPhitsanul|BanPa|BanNongJok|641095|1873187|1
77|2|6501|650109|BANBEUNGSAI|650109_02|MueangPhitsanul|BanPa|BanThungHongBuengPhrai|642091|1869968|1
78|3|6501|650109|BEUNGKRADAN|650109_03|MueangPhitsanul|BanPa|BanBuengGradan|641628|1869455|1
79|4|6501|650109|RHANGPHU|650109_04|MueangPhitsanul|BanPa|BanLaemDoo|642008|1867819|1
80|5|6501|650109|CHARE|650109_05|MueangPhitsanul|BanPa|BanSae|643656|1869516|1
81|6|6501|650109|PHA|650109_06|MueangPhitsanul|BanPa|BanPa|644753|1870244|1
82|7|6501|650109|BANPHA|650109_07|MueangPhitsanul|BanPa|BanPa|644879|1870773|1
83|8|6501|650109|RAI|650109_08|MueangPhitsanul|BanPa|BanPa|644564|1871503|1
84|9|6501|650109|KHAWRAI|650109_09|MueangPhitsanul|BanPa|BanDong|648565|1874244|1
85|10|6501|650109|WANGYANG|650109_10|MueangPhitsanul|BanPa|BanWangYang|639869|1869995|1
86|1|6501|650118|NAPHODEANG|650118_01|MueangPhitsanul|BuengPhra|BanNaPhoDaeng|635002|1854056|1
87|2|6501|650118|NHONGTOMNOY|650118_02|MueangPhitsanul|BuengPhra|BanNongThomNoi|634534|1852684|1
88|3|6501|650118|BEUNGPHA|650118_03|MueangPhitsanul|BuengPhra|BanBuengPhra|635875|1851064|1
89|4|6501|650118|PAKLAD|650118_04|MueangPhitsanul|BuengPhra|BanPakLat|631446|1850665|1
90|5|6501|650118|KLONGJAN|650118_05|MueangPhitsanul|BuengPhra|BanKhlongChan|639155|1848991|1
91|6|6501|650118|NHONGPHILOM|650118_06|MueangPhitsanul|BuengPhra|BanNongPhaiLom|638652|1850862|1
92|7|6501|650118|PHIGUNTHONG|650118_07|MueangPhitsanul|BuengPhra|BanDongPhikun|636130|1851948|1
93|84|6501|650118|SAPANSEE|650118_08|MueangPhitsanul|BuengPhra|BanSaphan|635674|1854260|1
94|9|6501|650118|NAPHOTHONG|650118_09|MueangPhitsanul|BuengPhra|BanNaPhoDaeng|634723|1857209|1
95|10|6501|650118|NATHONGPATTHANA|650118_10|MueangPhitsanul|BuengPhra|BanPhanThongPhatana|635072|1854632|1
96|1|6501|650110|PHIKOM|650110_01|MueangPhitsanul|PakThok|BanPhaiKhom|631930|1869468|1
97|2|6501|650110|BANTOOM|650110_02|MueangPhitsanul|PakThok|BanNamThum|634089|1868014|1
98|3|6501|650110|PHIKOM|650110_03|MueangPhitsanul|PakThok|BanPhaiKhom|631869|1868464|1
99|4|6501|650110|SANGDOU|650110_04|MueangPhitsanul|PakThok|BanSaengDao|632475|1866855|1
100|5|6501|650110|SANGDOU|650110_05|MueangPhitsanul|PakThok|BanSaengDao|632805|1866039|1
101|6|6501|650110|SANGDOU|650110_06|MueangPhitsanul|PakThok|BanSaengDao|633108|1865325|1
102|7|6501|650110|KUNGKAEW|650110_07|MueangPhitsanul|PakThok|BanKhungMo|635711|1869184|1
103|1|6501|650115|WANGHIN|650115_01|MueangPhitsanul|PhlaiChumphon|BanWangHin|631953|1864410|1
104|2|6501|650115|WATTAN|650115_02|MueangPhitsanul|PhlaiChumphon|BanWangThan|631075|1863797|1
105|3|6501|650115|WATTAN|650115_03|MueangPhitsanul|PhlaiChumphon|BanWangThan|630776|1863619|1
106|4|6501|650115|PAICHOMPON|650115_04|MueangPhitsanul|PhlaiChumphon|BanPhlaiChumphon|631731|1862645|1
107|5|6501|650115|BANGPAYOM(SOUTHERN)|650115_05|MueangPhitsanul|PhlaiChumphon|BanBangPhayomThai(SouthBanBangPhayom)|633272|1863308|1
108|1|6501|650116|THONGRANG|650116_01|MueangPhitsanul|MakhamSung|BanNongLuang|631788|1869975|1
109|2|6501|650116|THONGRANG|650116_02|MueangPhitsanul|MakhamSung|BanNongLuang|631249|1870608|1
110|3|6501|650116|WANGRAE|650116_03|MueangPhitsanul|MakhamSung|BanWangRae|631655|1871629|1
111|4|6501|650116|MAKAMSOONG|650116_04|MueangPhitsanul|MakhamSung|BanMakhamSung|631670|1872876|1
112|5|6501|650116|MAKAMSOONG|650116_05|MueangPhitsanul|MakhamSung|BanMakhamSung|631259|1873195|1
113|6|6501|650116|THAPRAW|650116_06|MueangPhitsanul|MakhamSung|BanThaPhrae|631567|1873979|1
114|7|6501|650116|HUAWANGKLANG|650116_07|MueangPhitsanul|MakhamSung|BanKhwaeNoi|631807|1871709|1
115|8|6501|650116|RAMSAN|650116_08|MueangPhitsanul|MakhamSung|BanWangPhrai/BanLaemSan|636299|1870176|1
116|9|6501|650116|LAMU|650116_09|MueangPhitsanul|MakhamSung|BanLamu|632982|1872558|1
117|10|6501|650116|KWAENOY|650116_10|MueangPhitsanul|MakhamSung|BanKhwaeNoi|631699|1874400|1
118|1|6501|650102|WANGYANG|650102_01|MueangPhitsanul|WangNamKhu|BanWangYang|633621|1840450|1
119|2|6501|650102|PAKPING(EASTERN)|650102_02|MueangPhitsanul|WangNamKhu|BanPakPhingThawanOk(EastBanPakPhing)|633745|1842252|1
120|3|6501|650102|PAKDON|650102_03|MueangPhitsanul|WangNamKhu|BanPakDon|634248|1842689|1
121|4|6501|650102|BANGKWANMA|650102_04|MueangPhitsanul|WangNamKhu|BanBangKwanMa|636640|1842275|1
122|5|6501|650102|KUNGWANG|650102_05|MueangPhitsanul|WangNamKhu|BanKhungWang|636161|1843235|1
123|6|6501|650102|BANGSAI|650102_06|MueangPhitsanul|WangNamKhu|BanBangSai|636227|1844698|1
124|7|6501|650102|PHILONG|650102_07|MueangPhitsanul|WangNamKhu|BanPhaiLongRatJayrin|637304|1845128|1
125|8|6501|650102|NHONGYA|650102_08|MueangPhitsanul|WangNamKhu|BanNongYai|636998|1841212|1
126|2|6501|650103|WATJAN|650103_02|||BanWatChan|632916|1856953|1
127|4|6501|650103|WATJAN|650103_04|||BanWatChan|633958|1856928|1
128|7|6501|650103|BHANDON|650103_07|MueangPhitsanul|WatChan|BanDon|630320|1858030|1
129|8|6501|650103|NAPHODEANG|650103_08|MueangPhitsanul|WatChan|BanNaPhoThiDaeng|631723|1857565|1
130|9|6501|650103|WATJAN(EASTERN)|650103_09|MueangPhitsanul|WatChan|BanWatChan|632097|1857859|1
131|10|6501|650103|WATJAN(WESTERN)|650103_10|MueangPhitsanul|WatChan|BanWatChan|632610|1858408|1
132|1|6501|650104|BHANMAI|650104_01|||BanMai|636991|1845619|1
133|2|6501|650104|THARONG(EASTERN)|650104_02|MueangPhitsanul|WatPhrik|BanThaRong(East)|634869|1847385|1
134|3|6501|650104|YANGTHON|650104_03|MueangPhitsanul|WatPhrik|BanYangThon(East)|633083|1848455|1
135|4|6501|650104|INSEE|650104_04|MueangPhitsanul|WatPhrik|BanWatPhrik|631697|1850775|1
136|5|6501|650104|KUMWANG|650104_05|||BanWangSamSa|630684|1852445|1
137|6|6501|650104|WATPRIG|650104_06|MueangPhitsanul|WatPhrik|BanWatLom|630319|1851178|1
138|7|6501|650104|SAOHIN|650104_07|MueangPhitsanul|WatPhrik|BanWatPhrik(SaoHin)|631308|1850535|1
139|8|6501|650104|YANGTHON(WESTERN)|650104_08|MueangPhitsanul|WatPhrik|BanYangThon(East)|632125|1848879|1
140|9|6501|650104|THARONG(WESTERN)|650104_09|MueangPhitsanul|WatPhrik|BanThaRong(West)|633055|1847319|1
141|10|6501|650104|THARONG(WESTERN)|650104_10|MueangPhitsanul|WatPhrik|BanThaRong|634633|1846780|1
142|11|6501|650104|BHANMAI(WESTERN)|650104_11|MueangPhitsanul|WatPhrik|BanMaiThawanThok|635420|1846172|1
143|12|6501|650104|LUMDAI|650104_12|MueangPhitsanul|WatPhrik|BanLamKhai|630465|1847670|1
144|1|6501|650107|NHONGTOR|650107_01|MueangPhitsanul|SamoKhae|BanNongTho|645725|1862064|1
145|2|6501|650107|LADBUAKHAW|650107_02|MueangPhitsanul|SamoKhae|BanNoenMakhuek|648399|1863868|1
146|3|6501|650107|DONGPRADOK|650107_03|MueangPhitsanul|SamoKhae|BanDongPradok|642838|1861847|1
147|4|6501|650107|SAMORKAE|650107_04|MueangPhitsanul|SamoKhae|BanSamoKhae|644034|1859568|1
148|5|6501|650107|KOR|650107_05|MueangPhitsanul|SamoKhae|BanGo|642329|1857256|1
149|6|6501|650107|NEANMAKAEK|650107_06|MueangPhitsanul|SamoKhae|BanNoenMakhuek|646204|1863514|1
150|7|6501|650107|PATSATORNCHINNALAB|650107_07|||BanPhongSatonChinlap|640318|1859733|1
151|8|6501|650107|KOMMATANCHATKAEW|650107_08|MueangPhitsanul|SamoKhae|BanChatRagaewGromtan|642737|1861470|1
152|1|6501|650111|BANGPAYOM|650111_01|MueangPhitsanul|HuaRo|BanBangPhayom(northernpart)|631762|1863377|1
153|2|6501|650111|BANGPAYOM|650111_02|MueangPhitsanul|HuaRo|BanBangPhayom(northernpart)|632316|1863527|1
154|3|6501|650111|BANGPAYOM|650111_03|MueangPhitsanul|HuaRo|BanThaPakaoHai|633937|1863499|1
155|4|6501|650111|TAPAKHAWHAI|650111_04|MueangPhitsanul|HuaRo|BanThaPakaoHai|633914|1863077|1
156|5|6501|650111|KLONG|650111_05|MueangPhitsanul|HuaRo|BanKhlong(part)|634202|1862972|1
157|6|6501|650111||650111_06|MueangPhitsanul|HuaRo|BanThengNam|636070|1863846|1
158|7|6501|650111|SAKHO|650111_07|||BanSraKhon|636728|1868410|1
159|8|6501|650111||650111_08|MueangPhitsanul|HuaRo|BanThengNam|635731|1863240|1
160|9|6501|650111|TEANGNAM|650111_09|MueangPhitsanul|HuaRo|BanThengSamnak|638557|1867870|1
161|10|6501|650111|BHANKLONG|650111_10|MueangPhitsanul|HuaRo|BanSraKhon|637866|1867980|1
162|11|6501|650111|SAKHO|650111_11|MueangPhitsanul|HuaRo|BanThengNam|635698|1863474|1
163|12|6501|650111|BHANKLONG|650111_12|MueangPhitsanul|HuaRo|BanKhlong(part)|634832|1863338|1
164|1|6501|650117|KLONGKOON|650117_01|||BanKhlongKun|638182|1853074|1
165|2|6501|650117|SANAMBIN|650117_02|MueangPhitsanul|Aranyik|BanSanamBin|635267|1856758|1
166|3|6501|650117|KOKCHANG|650117_03|MueangPhitsanul|Aranyik|BanKhokMathum(part)/BanLaemPrathum|639338|1859395|1
167|4|6501|650117|ARANYIK|650117_04|MueangPhitsanul|Aranyik|BanAranyik|636746|1860980|1
168|5|6501|650117|KLONGMAHATTHAI|650117_05|MueangPhitsanul|Aranyik|BanKhlongMahatThai|636072|1861463|1
169|6|6501|650117|BHANNHONGPLAKLAW|650117_06|MueangPhitsanul|Aranyik|BanNongPlaKhao|637229|1860968|1
170|73|6501|650117|SAPANSAMCHUMCHONTANDEAW|650117_07|MueangPhitsanul|Aranyik|BanNongBua|635679|1854463|1
171|8|6501|650117|KOKMATOOM|650117_08|MueangPhitsanul|Aranyik|BanKhokMathum(part)|637248|1858783|1
172|9|6501|650117|KUANKAN|650117_09|MueangPhitsanul|Aranyik|BanKhokMathum(part)|637542|1858858|1
173|10|6501|650117|CHAWPAE|650117_10|||BanChaoPhae|693168|1859846|1
174|1|6507|650706|KANCHONG|650706_01|||BanKhanChong|642191|1901782|1
175|2|6507|650706|NHONGLUAK|650706_02|WatBot|KhanChong|BanNongLuak|646020|1903989|1
176|3|6507|650706|HUAEJEANG|650706_03|WatBot|KhanChong|BanHuaiChiatyang|642089|1909568|1
177|4|6507|650706|NAMJON|650706_04|WatBot|KhanChong|BanNamChon|655915|1899656|1
178|5|6507|650706|NHONGKRABAK|650706_05|WatBot|KhanChong|BanNongGraBak|644307|1908082|1
179|6|6507|650706|PAKPAN|650706_06|WatBot|KhanChong|BanPakPhan|642239|1906955|1
180|7|6507|650706|KANGKANNA|650706_07|||BanKaengKanna|641789|1891502|1
181|8|6507|650706|NHONGBEN|650706_08|WatBot|KhanChong|BanNongBon|643839|1904328|1
182|9|6507|650706|SAMSAO|650706_09|WatBot|KhanChong|BanSamsao|658844|1895020|1
183|10|6507|650706|PHONGKAE|650706_10|WatBot|KhanChong|BanProngKhae|646955|1917529|1
184|1|6507|650703|THOTAE|650703_01|WatBot|ThoThae|BanThothae|638092|1876910|1
185|2|6507|650703|THACHANG|650703_02|WatBot|ThoThae|BanThaChang|638163|1877888|1
186|3|6507|650703|ROUKWAN|650703_03|WatBot|ThoThae|BanLaoKwang|638932|1879209|1
187|4|6507|650703|ROUKWAN|650703_04|WatBot|ThoThae|BanLaoKwang|639341|1878055|1
188|5|6507|650703|THOTAE|650703_05|WatBot|ThoThae|BanThothae|637675|1876950|1
189|6|6507|650703|DONGKRABAK|650703_06|WatBot|ThoThae|BanDongGaBak|639094|1873234|1
190|7|6507|650703|NHONGMADUNG|650703_07|WatBot|ThoThae|BanNongMakhang|640470|1873776|1
191|8|6507|650703|THAKRADUN|650703_08|||BanThaGradun|635925|1875570|1
192|1|6507|650702|SUANPAN|650702_01|WatBot|ThaNgam|BanSuanPan|643635|1882597|1
193|2|6507|650702|NHONGPLING|650702_02|WatBot|ThaNgam|BanNongPling|644373|1883766|1
194|3|6507|650702|THANGAM|650702_03|WatBot|ThaNgam|BanThaNgam|643377|1880532|1
195|4|6507|650702|MHAITAI|650702_04|WatBot|ThaNgam|BanMaiThai|642748|1881452|1
196|5|6507|650702|YANG|650702_05|WatBot|ThaNgam|BanYang|645908|1882970|1
197|6|6507|650702|KAWRAISRIRACHA|650702_06|||BanKaoRaiSriRatcha|647596|1875086|1
198|7|6507|650702|MHAINHUA|650702_07|WatBot|ThaNgam|BanMaiNuea|643119|1881759|1
199|8|6507|650702|WANGNHONGDANG|650702_08|WatBot|ThaNgam|BanWangNongDaeng|646698|1885695|1
200|9|6507|650702|PLAKTAMEE|650702_09|WatBot|ThaNgam|BanPlakThaMee|644558|1879295|1
201|10|6507|650702|HUAKONGKA|650702_10|WatBot|ThaNgam|BanHuaKhongKha|643170|1885522|1
202|11|6507|650702|HUAWANG|650702_11|WatBot|ThaNgam|BanHuaWang|644553|1880981|1
203|12|6507|650702|WANGJEK|650702_12|WatBot|ThaNgam|BanWangChek|642810|1878640|1
204|13|6507|650702|NONGSALUNG|650702_13|WatBot|ThaNgam|BanNongSalung|644765|1885203|1
205|1|6507|650704|NAKHAM|650704_01|WatBot|BanYang|BanNakam|648612|1891212|1
206|2|6507|650704|PHAKAI|650704_02|WatBot|BanYang|BanPaKhai|648524|1884109|1
207|3|6507|650704|NAMHAK|650704_03|WatBot|BanYang|BanNamHak|648541|1888108|1
208|4|6507|650704|NAMKOM|650704_04|WatBot|BanYang|BanNamKhob|647989|1879733|1
209|5|6507|650704|PLOMMAT|650704_05|WatBot|BanYang|BanPhromMat|646708|1879565|1
210|6|6507|650704|THASADOA|650704_06|WatBot|BanYang|BanThaSador|647783|1890751|1
211|7|6507|650704|THAKANG|650704_07|WatBot|BanYang|BanThaKaeng|647633|1884456|1
212|8|6507|650704|NHONGYANG|650704_08|WatBot|BanYang|BanNongYang|645151|1889386|1
213|9|6507|650704|NERNTAKEAD|650704_09|WatBot|BanYang|BanNoenThaGert|648600|1887536|1
214|10|6507|650704|RAISOMBOON|650704_10|WatBot|BanYang|BanRaiSukSombun|647072|1893043|1
215|11|6507|650704|KANGJEDKWE|650704_11|||BanKaengChetKhwae|653211|1894895|1
216|1|6507|650701|THANGAM|650701_01|WatBot|WatBot|BanThaNgam|641348|1879078|1
217|2|6507|650701|THANGAM|650701_02|WatBot|WatBot|BanThaNgam|641931|1880003|1
218|3|6507|650701|WATBOT|650701_03|WatBot|WatBot|BanWatBot|640056|1879570|1
219|4|6507|650701|WATBOT|650701_04|WatBot|WatBot|BanWatBot|640730|1879084|1
220|5|6507|650701|KLONGCHANG|650701_05|WatBot|WatBot|BanKhlongChang(part)|640389|1884341|1
221|6|6507|650701|NERNMAKEUK|650701_06|WatBot|WatBot|BanNoenMakhuet|643225|1874447|1
222|7|6507|650701|WATBOT|650701_07|WatBot|WatBot|BanWatBot|640728|1879369|1
223|8|6507|650701|WANGKRANG|650701_08|WatBot|WatBot|BanWangGrang|641157|1879310|1
224|9|6507|650701|NHONGCHON|650701_09|WatBot|WatBot|BanNongKon|641411|1874798|1
225|10|6507|650701|KLONGCHANGMHAI|650701_10|WatBot|WatBot|BanKhlongChangMai(NewBanKhlongChang)|640178|1884517|1
226|1|6507|650705|THANHONG|650705_01|WatBot|HinLat|BanThaNong|641250|1903079|1
227|2|6507|650705|HINLAD|650705_02|WatBot|HinLat|BanHinLat|641038|1897653|1
228|3|6507|650705|NOYNAI|650705_03|WatBot|HinLat|BanNoiNai(InnerBanNoi)|645166|1894939|1
229|4|6507|650705|NOYNOK|650705_04|WatBot|HinLat|BanNoiNok(OuterBanNoi)|645594|1895668|1
230|5|6507|650705|CHAN|650705_05|WatBot|HinLat|BanChan|644663|1890985|1
231|6|6507|650705|NOYNHUA|650705_06|WatBot|HinLat|BanNoiNuea(NorthBanNoi)|645021|1895548|1
232|7|6507|650705|THAPAKHUAY|650705_07|WatBot|HinLat|BanThaPakHuai|641559|1898951|1
233|8|6507|650705|THACHONJANE|650705_08|WatBot|HinLat|BanThaKonBen|641207|1899764|1
234|9|6507|650705|NHONGPAI|650705_09|WatBot|HinLat|BanNongPhai|641295|1895226|1
235|1|6506|650612|KHOKSAMOR|650612_01|PhromPhiram|DongPrakham|BanKhokSamo|630936|1895468|1
236|2|6506|650612|KLONGTOK|650612_02|PhromPhiram|DongPrakham|BanKhlongThok|627840|1896774|1
237|3|6506|650612|THONGPLONG|650612_03|PhromPhiram|DongPrakham|BanThongPhlong|626837|1900487|1
238|4|6506|650612|PHADEANG|650612_04|||BanPaDaeng|632929|1899421|1
239|5|6506|650612|KAWNOY|650612_05|||BanKaoNoi|634550|1897638|1
240|6|6506|650612|THUNGTAPRAEW|650612_06|PhromPhiram|DongPrakham|BanThungThaPrieaw|627645|1896443|1
241|7|6506|650612|FAKBEUNG|650612_07|PhromPhiram|DongPrakham|BanFakBueng|626111|1900169|1
242|8|6506|650612|LAMTHONG|650612_08|||BanLaemThong|626386|1900963|1
243|9|6506|650612|KAWPLANG|650612_09|||BanKaoPrang|625281|1900530|1
244|10|6506|650612|KLONGAIKAB|650612_10|PhromPhiram|DongPrakham|BanKhlongAiGap|630261|1895100|1
245|11|6506|650612|THUNGNAMSAI|650612_11|PhromPhiram|DongPrakham|BanThungNamSai|630372|1896115|1
246|1|6506|650607|TRUKTAEM|650607_01|PhromPhiram|TalukThiam|BanTalukThiam|614318|1897933|1
247|2|6506|650607|THATAMNHAK|650607_02|PhromPhiram|TalukThiam|BanThaThamNak|615942|1897933|1
248|3|6506|650607|CHENGWHI|650607_03|||BanChiangHuai|613884|1899679|1
249|4|6506|650607|TRUKTAEM|650607_04|PhromPhiram|TalukThiam|BanTalukThiam|615647|1897536|1
250|5|6506|650607|NHONGPAI|650607_05|PhromPhiram|TalukThiam|BanNongPhai|606018|1895309|1
251|6|6506|650607|PRAYAPONDAN|650607_06|PhromPhiram|TalukThiam|BanPhrayaPanDaen|613240|1899517|1
252|7|6506|650607|NHONGSAKAE|650607_07|PhromPhiram|TalukThiam|BanNongSagae|605988|1891570|1
253|8|6506|650607|BEUNGTAM|650607_08|PhromPhiram|TalukThiam|BanBuengTam|602684|1894643|1
