52393 97823
52761 97510
52547 98361
52142 98192
52708 97738
49043 97270
55399 128021
57074 126907
57500 126435
59290 124141
61509 124967
57531 128045
56199 125844
57921 103739
57765 103343
57403 102899
56395 101094
54985 100899
54435 99956
55796 100307
54069 99157
55014 98918
70315 100453
70280 99979
65826 103463
65397 104587
68004 104876
69936 103452
72210 103569
74699 99060
77055 99205
81549 97324
73547 96863
67558 102184
75556 102290
78246 93120
55728 116377
55095 112660
54706 114916
50000 113818
53740 114479
54348 114702
53831 115590
52542 118090
54567 116571
49966 114603
51853 113870
56002 111468
54603 112675
55159 113339
53719 113195
54495 113697
55327 111846
49363 110292
54798 111752
49391 109396
54504 110651
53338 113437
54105 103710
54008 102709
53614 101321
53420 102438
53098 102674
52765 102806
51590 103783
49396 105195
51536 106356
47554 103102
53876 102324
54097 103115
58935 107204
57718 106993
58031 106784
58010 107554
57176 107463
66420 95507
67416 98726
66953 99239
67333 100875
68981 99178
70078 98450
70204 97921
69889 97191
73890 94450
65194 98699
60327 114638
59859 116010
61200 117630
56771 118029
64480 119703
63977 117832
61455 116746
60999 114434
60048 111485
60397 114062
57255 99226
59414 100680
57194 100230
57800 101839
58130 102655
58433 103369
61036 99510
57278 104284
56400 104897
56101 105075
57056 106049
58597 105386
57113 98719
56574 98086
56980 97065
56995 95818
56584 95499
56892 94715
57132 96985
61624 98518
58307 96136
57024 94294
58946 128244
59070 126442
59573 126005
61965 126419
61486 125459
61552 123996
62629 123566
62323 127482
58241 111741
59283 111766
55645 110664
57048 111129
57422 110835
57935 110286
62316 123075
60194 121309
58408 120239
57022 117919
56009 116249
55644 117516
56633 118159
57450 119815
58380 121375
59958 121914
60745 122522
55790 121024
71050 106630
73724 104826
68163 106847
69359 109126
67654 111438
71529 105180
65643 108961
68062 107224
57087 105317
57641 105167
59262 105195
59239 105617
59527 105722
61395 104848
62053 100284
61056 105454
63882 100824
63191 100714
61023 105220
60157 105356
63507 115620
60592 111936
64663 109299
62071 107714
61397 107231
62554 107726
61004 114231
62573 109911
62867 109836
118493 108848
67516 66912
71345 64705
67414 59126
81240 69038
69632 60612
67564 61739
67114 77192
69164 64366
84169 73674
72280 51165
63417 91784
63488 90806
64257 89485
64666 90639
63000 91744
64419 95460
65795 94918
61250 93124
68960 86097
69698 84928
68702 88162
68073 87242
71233 85724
72921 93608
68444 86935
72023 82999
69883 89399
68495 83172
69878 87713
68135 90054
70090 83491
73937 77482
73849 84585
73866 80586
73314 88961
72033 89129
73108 77943
72958 84238
70476 79308
73925 81158
72397 75651
78536 73799
66673 89616
67256 88691
65381 89124
66055 89610
65714 84353
68550 94247
66053 89325
66482 89384
66736 93896
65503 84177
66575 65615
66363 71041
70491 73755
70919 73026
69988 77709
70346 73146
66884 69743
66532 68930
66620 73468
56261 73226
53165 71920
52162 68207
58254 69273
59875 71056
52970 72251
51436 68525
51711 67731
50606 68164
55586 73594
55697 72579
39643 70761
41267 70761
39209 69015
40972 71158
31343 73385
38565 69177
31313 77124
28009 74051
35476 70740
60843 74754
61708 74291
62106 77035
63089 77820
62880 75032
66480 79750
54246 94392
54374 93321
53729 91469
53135 90426
54032 89830
52367 89483
48438 92201
47930 91432
44516 95580
43713 97809
45391 93869
43947 93739
52901 89736
52106 84581
53341 86890
47144 87727
53226 86080
52071 85600
50849 86167
51152 84546
49906 84739
49032 84634
47230 86859
42767 91746
53837 85590
47144 87727
50846 86912
54016 84902
50719 80340
51240 80196
49542 80906
48130 80047
52530 76477
49432 78485
52225 75973
50189 78024
48992 79979
53147 79026
46184 80345
50664 78585
55012 97568
54541 97093
53903 96159
53824 95823
48220 96145
55173 95445
49708 77732
46153 76550
46728 77700
45489 76418
50240 75871
48835 78319
48924 75924
49911 73475
42432 75155
50850 72058
44752 75134
40059 81480
39734 81347
36403 81685
41210 82527
38169 84262
39380 85615
38426 87068
39347 80724
36196 83748
39651 80426
43605 73337
42322 73188
40955 72953
41981 72206
41562 71241
43501 70328
47666 72910
46629 69507
47392 71339
36715 79553
46346 71263
32661 78311
32763 80668
49533 83871
49728 82966
50315 82650
51135 82875
51501 82465
50749 81217
50142 81810
46203 84985
42808 88442
45770 85010
59218 92226
58396 94125
56896 93470
57136 91311
56751 90354
60896 92720
56640 90037
76638 107839
77464 108509
78214 107892
77990 110107
78918 107433
71083 109410
77146 110814
74396 106868
72149 106792
71068 106703
74599 106791
77760 110262
77697 107539
76901 109061
71311 107668
82486 130993
82128 131536
85190 130067
86440 128587
89516 132587
84847 135331
86350 132814
90005 130962
94017 132067
89679 136377
89045 132981
85935 128219
90513 130491
94538 130281
84521 130795
92309 134367
89218 129961
86171 124949
86943 123138
82996 121210
82821 124359
83546 123093
88757 123513
85476 125687
82207 123958
86655 124908
89864 128201
85966 121350
86866 122827
86575 124730
90426 122962
65801 119495
71886 122027
75554 124702
72197 119218
70349 123304
67458 119955
71359 119364
66108 119789
75119 121144
74235 121697
71944 118276
73074 118181
72306 121505
75863 126861
72322 121989
78250 119260
76595 123228
78975 125162
79860 126987
79357 127209
78418 122219
79718 129069
82190 123959
81246 120971
75958 120288
78248 120577
77425 127990
112193 105672
104885 103885
102025 100611
99877 96817
97792 96685
100632 97779
101548 100474
102572 101882
99497 103215
114126 103622
97418 96954
108893 104604
99969 96959
79116 109437
80129 110386
78915 112926
78447 117606
78333 115812
78701 112945
78037 115732
78154 116333
78145 116837
83159 114548
78390 114080
75209 114083
73305 113827
68242 111294
69462 114998
67863 116964
67539 114618
74081 116588
70495 113818
68732 113699
70456 115709
70216 112689
66847 115807
74179 115807
74511 113371
66944 115355
82597 105718
80984 107271
81755 106678
81755 107214
80038 107058
84024 109138
80520 106557
79040 106306
81819 107068
84977 103692
86768 105814
93484 106143
112436 108011
103146 104940
89545 101053
90868 107043
89802 99169
96026 114180
92333 115479
115594 108553
87663 108677
92665 117999
95130 110465
106166 105282
112384 105757
97367 107898
99416 103400
89778 106160
103327 104896
95854 93101
93922 106509
89049 89229
92906 92763
91401 86483
93947 80645
97149 91489
89888 96527
91592 93023
89481 83048
86051 79483
99706 92941
94231 76374
91058 80454
94330 86748
92585 79964
90267 90821
91199 89541
92062 87069
89020 87069
91413 94767
92868 92774
87003 88461
92920 82202
88676 89798
90705 86972
94771 93755
34323 110331
28955 109807
28663 109060
28694 107932
28205 111619
34192 105986
28352 105485
28043 107727
32890 105688
28935 107632
30454 109396
33805 110208
41845 105103
39182 106095
40529 104913
116071 111015
31958 114509
36357 113117
33911 114730
36257 111087
38496 102953
33756 112861
35254 111239
41783 113447
40125 111934
46262 108528
48321 110881
43944 107401
48118 108627
47955 109630
46373 109853
48975 105733
42693 112515
40760 111331
28836 119469
22063 116731
24872 112918
22670 119195
24575 118371
18673 117617
24283 122276
25067 120007
26848 118059
27910 118791
24802 116152
25169 111548
49282 129420
48881 129448
46806 128379
44068 126413
49751 132547
47759 132023
45180 130302
43912 132155
48660 131976
46379 114077
44554 118717
48992 122490
49210 120130
46369 117090
43452 120054
38248 115235
45408 115623
40784 116822
39802 117699
50602 119966
37477 117084
42766 118196
39313 118160
45444 117613
46283 115523
39340 115277
37357 119582
48723 117915
46089 117330
32078 125328
32407 124731
32519 128074
35711 120605
34532 128147
36474 120124
29281 125398
28376 122972
30877 128688
35678 123874
32115 125388
34501 120507
43377 123422
38341 124776
41818 122395
43960 125405
42785 124244
42965 122275
46111 123282
35515 127649
39885 121623
38177 125470
39493 128857
42099 127435
40728 127391
41706 134692
41917 128464
40066 126069
40593 133578
36261 134980
36260 134980
38141 130073
40171 132683
52984 122881
51967 125182
52003 126823
48960 126854
50591 129481
54547 125351
51206 126288
51256 130321
52470 124094
52968 122409
31421 130648
23162 125165
30999 129172
26738 128913
28102 129133
27182 133990
33528 128470
32101 128844
34069 133098
24060 125369
21518 121774
20962 124434
22710 127017
25389 127504
28224 124413
31221 132143
26608 127848
28107 129132
30875 134530
21451 125299
34599 129731
26302 129413
66943 131637
68656 133379
69497 133704
69903 134831
69754 133629
73219 135005
71819 132146
72011 131217
75450 129655
75670 132156
70381 129832
70264 133711
70563 130582
67999 140449
67679 139468
68567 139537
67999 138491
68654 137645
68399 137426
69005 136477
68900 136268
69382 137087
71969 136626
67663 135782
66310 130556
66580 128716
66456 128556
65759 127377
67752 125506
66543 123320
66701 121719
70434 126672
66264 127831
59119 133198
58429 133740
58780 133270
59090 132232
59204 131967
58746 131552
59345 131002
59596 130575
59495 130328
58014 129917
62890 131830
64539 132780
64876 134933
64405 135907
62839 136835
62470 136931
65515 137438
62371 134726
63347 136884
58604 137404
58398 137672
58613 136259
58788 135717
58408 135988
58317 134572
59563 134939
59770 134544
59526 135700
57776 135211
60205 140028
59234 139741
59404 140010
59304 139435
59562 138933
58971 140773
77134 136446
74110 137367
77260 138595
77344 139426
76783 139474
76604 139994
79742 140337
80128 140654
81838 140155
77257 137381
82346 137378
79731 133819
79114 131903
79405 132908
80698 131780
80374 132323
80125 132713
79684 133238
81921 135129
83829 46602
83950 46484
86153 44267
81241 48125
80912 53639
80206 55349
84328 46141
83664 47017
86473 50431
87313 43472
81895 50120
76002 51326
79306 57672
82086 55099
75263 55904
86315 49886
112194 45866
113646 41638
115588 37857
120387 29345
120402 29399
128552 12266
129767 15145
128508 22398
129479 16073
125063 20788
126871 21398
106599 45319
103578 40064
121936 24987
128567 22248
96182 58329
95601 57352
95814 57810
93631 59216
95955 58275
96488 52434
98003 56579
98272 57230
91434 60073
89075 57858
86366 56449
87699 57143
85594 64191
84280 63267
86857 64518
88642 66962
89941 67868
92100 70821
94716 74419
87996 66263
85935 64563
87897 66519
99901 57501
99818 55106
103417 54674
106811 52265
100382 54247
99683 56911
101708 58046
101173 56561
107101 51834
104893 68519
101087 63747
98389 60592
98837 60749
100624 58941
94782 63285
95353 67586
95006 63203
99345 60868
117444 76380
117165 75438
115759 75858
114265 74365
114711 74465
109796 75672
109261 73257
105889 69318
114813 74897
116225 76318
122406 53385
120888 54751
120295 55564
119286 56356
118811 57718
118002 58473
116792 59851
122923 52838
128721 82754
123197 76078
124626 75649
125557 75511
131135 75558
127235 72775
130455 73563
126229 75220
125883 75162
141484 90411
123276 76334
128054 71864
130743 73713
123592 76218
131589 85692
131062 86162
129211 84920
126661 75108
123777 80219
143916 62673
144952 67362
139212 68491
134189 68295
133413 71528
133602 71524
138235 73676
139339 66518
131690 72650
134622 68332
133853 71674
133132 72024
139405 68732
117372 100471
103647 92453
107354 96875
121964 101316
