110218 97479
118162 99249
113289 98463
106451 101525
125240 104197
104302 93389
117165 100658
122186 102288
103285 92192
124903 98276
122060 94494
127760 96751
119397 95317
130593 96679
136579 102964
130914 93005
116563 94500
127661 96287
116405 95297
121477 76838
120874 76145
121030 77353
119830 76701
123036 74958
120824 77806
120499 77924
120220 74540
121682 75892
124991 72381
121317 77251
120760 77873
120656 78347
124476 62672
125243 66006
125256 67694
125687 67497
124980 65477
126165 67123
124625 66240
127801 68869
123504 65527
124315 63909
125042 70938
125882 68575
127232 66916
124731 61586
131551 60007
128749 66145
129483 67019
129125 67547
131147 68228
131315 68043
127896 71476
129080 70721
130791 72039
129414 68396
129888 67000
123154 51813
122989 50123
123296 49612
125072 47900
124964 46668
125793 44516
120683 40105
121812 84151
121141 85289
118130 81757
117631 81350
117465 81046
113342 79076
102584 87316
114896 90900
119047 79473
117878 81319
114087 90261
117643 81063
117086 80870
117853 81521
117607 81572
107764 75814
101604 77621
121379 84942
117823 92384
113423 79393
98923 84676
109008 76500
121871 83828
118155 88546
105753 84620
103258 68877
118413 81251
101542 122858
93596 121247
101933 122588
97010 124248
96129 123046
98332 125585
100403 117485
102498 118429
98705 117101
99675 128626
104593 114645
99240 123215
97144 128109
100069 127258
97396 124447
95674 148905
100296 148088
101699 146517
100125 150491
105005 148430
98346 152204
99657 152822
97462 153355
97004 150230
99377 147144
102255 149781
105646 145912
97812 153746
98189 148203
100890 151452
103752 148176
101721 148889
98401 131047
99552 136835
101064 140337
100515 136470
102497 136331
98593 136499
101657 133036
100916 129807
103029 140586
97317 145993
96804 141171
96149 139416
97103 139120
97665 137111
100777 142913
96405 136132
97896 138857
98486 141935
99525 141841
94937 139074
95985 141420
106072 137278
106597 137488
107645 140682
107237 144929
110248 145334
103562 144301
107387 145131
109910 142230
99252 159545
102533 159205
101379 154666
104368 153504
107363 153360
101961 161443
103758 152890
105505 152163
105828 156781
114265 151223
111566 151045
106596 150474
107408 147725
110547 148109
110081 148725
